sample	contig	length
SRR9696284	k99_6453 	 411
SRR9696284	k99_3880 	 411
SRR9696284	k99_20320 	 411
SRR9696284	k99_12288 	 411
SRR9696284	k99_4497 	 411
SRR9696284	k99_8006 	 411
SRR9696284	k99_11573 	 411
SRR9696284	k99_3098 	 411
SRR9696284	k99_5044 	 411
SRR9696284	k99_9283 	 411
SRR9696284	k99_158 	 411
SRR9696284	k99_21467 	 411
SRR9696284	k99_15914 	 411
SRR9696284	k99_1589 	 411
SRR9696284	k99_8596 	 411
SRR9696284	k99_7832 	 411
SRR9696284	k99_2671 	 411
SRR9696284	k99_5891 	 411
SRR9696284	k99_5760 	 411
SRR9696284	k99_21871 	 411
SRR9696284	k99_7320 	 411
SRR9696284	k99_13278 	 411
SRR9696284	k99_21313 	 411
SRR9696284	k99_20500 	 411
SRR9696284	k99_19646 	 411
SRR9696284	k99_2074 	 411
SRR9696284	k99_20654 	 411
SRR9696284	k99_179 	 411
SRR9696284	k99_20352 	 411
SRR9696284	k99_18554 	 411
SRR9696284	k99_18327 	 411
SRR9696284	k99_4410 	 411
SRR9696284	k99_22768 	 411
SRR9696284	k99_3395 	 411
SRR9696284	k99_9467 	 411
SRR9696284	k99_18653 	 411
SRR9696284	k99_10579 	 411
SRR9696284	k99_20388 	 410
SRR9696284	k99_23118 	 410
SRR9696284	k99_13987 	 410
SRR9696284	k99_653 	 410
SRR9696284	k99_7918 	 410
SRR9696284	k99_10170 	 410
SRR9696284	k99_11039 	 410
SRR9696284	k99_7356 	 410
SRR9696284	k99_18985 	 410
SRR9696284	k99_12094 	 410
SRR9696284	k99_210 	 410
SRR9696284	k99_18994 	 410
SRR9696284	k99_3284 	 410
SRR9696284	k99_22163 	 410
SRR9696284	k99_15826 	 410
SRR9696284	k99_18807 	 410
SRR9696284	k99_8130 	 410
SRR9696284	k99_18640 	 410
SRR9696284	k99_19427 	 410
SRR9696284	k99_22078 	 410
SRR9696284	k99_12047 	 410
SRR9696284	k99_1846 	 410
SRR9696284	k99_22346 	 410
SRR9696284	k99_962 	 410
SRR9696284	k99_8293 	 410
SRR9696284	k99_19361 	 410
SRR9696284	k99_10599 	 410
SRR9696284	k99_14134 	 410
SRR9696284	k99_4091 	 410
SRR9696284	k99_8606 	 410
SRR9696284	k99_4352 	 410
SRR9696284	k99_20153 	 410
SRR9696284	k99_16766 	 410
SRR9696284	k99_14319 	 410
SRR9696284	k99_8508 	 410
SRR9696284	k99_20387 	 410
SRR9696284	k99_8522 	 410
SRR9696284	k99_227 	 410
SRR9696284	k99_2823 	 410
SRR9696284	k99_9321 	 410
SRR9696284	k99_22852 	 410
SRR9696284	k99_3498 	 410
SRR9696284	k99_16708 	 410
SRR9696284	k99_5552 	 410
SRR9696284	k99_15276 	 410
SRR9696284	k99_15672 	 410
SRR9696284	k99_7578 	 409
SRR9696284	k99_17759 	 409
SRR9696284	k99_18581 	 409
SRR9696284	k99_5650 	 409
SRR9696284	k99_11094 	 409
SRR9696284	k99_5115 	 409
SRR9696284	k99_3294 	 409
SRR9696284	k99_9097 	 409
SRR9696284	k99_14375 	 409
SRR9696284	k99_2942 	 409
SRR9696284	k99_18983 	 409
SRR9696284	k99_9764 	 409
SRR9696284	k99_2078 	 409
SRR9696284	k99_7637 	 409
SRR9696284	k99_23179 	 409
SRR9696284	k99_8914 	 409
SRR9696284	k99_7355 	 409
SRR9696284	k99_3683 	 409
SRR9696284	k99_9896 	 409
SRR9696284	k99_15710 	 409
SRR9696284	k99_10576 	 409
SRR9696284	k99_10129 	 409
SRR9696284	k99_19120 	 409
SRR9696284	k99_10625 	 409
SRR9696284	k99_2938 	 409
SRR9696284	k99_5499 	 409
SRR9696284	k99_8999 	 409
SRR9696284	k99_2577 	 409
SRR9696284	k99_1338 	 409
SRR9696284	k99_3134 	 409
SRR9696284	k99_22060 	 409
SRR9696284	k99_11766 	 409
SRR9696284	k99_12074 	 409
SRR9696284	k99_3348 	 409
SRR9696284	k99_5273 	 409
SRR9696284	k99_17855 	 409
SRR9696284	k99_23103 	 409
SRR9696284	k99_1579 	 409
SRR9696284	k99_9690 	 409
SRR9696284	k99_15195 	 409
SRR9696284	k99_14798 	 409
SRR9696284	k99_492 	 409
SRR9696284	k99_2096 	 409
SRR9696284	k99_21009 	 409
SRR9696284	k99_1193 	 409
SRR9696284	k99_21459 	 409
SRR9696284	k99_19836 	 409
SRR9696284	k99_8625 	 409
SRR9696284	k99_4411 	 409
SRR9696284	k99_10049 	 409
SRR9696284	k99_15436 	 409
SRR9696284	k99_14579 	 409
SRR9696284	k99_17181 	 409
SRR9696284	k99_3276 	 409
SRR9696284	k99_20509 	 409
SRR9696284	k99_15112 	 408
SRR9696284	k99_12306 	 408
SRR9696284	k99_7085 	 408
SRR9696284	k99_19744 	 408
SRR9696284	k99_12806 	 408
SRR9696284	k99_6643 	 408
SRR9696284	k99_765 	 408
SRR9696284	k99_10018 	 408
SRR9696284	k99_6535 	 408
SRR9696284	k99_22683 	 408
SRR9696284	k99_3193 	 408
SRR9696284	k99_4718 	 408
SRR9696284	k99_18081 	 408
SRR9696284	k99_19862 	 408
SRR9696284	k99_21283 	 408
SRR9696284	k99_209 	 408
SRR9696284	k99_11645 	 408
SRR9696284	k99_7507 	 408
SRR9696284	k99_5842 	 408
SRR9696284	k99_6992 	 408
SRR9696284	k99_21541 	 408
SRR9696284	k99_7466 	 408
SRR9696284	k99_19156 	 408
SRR9696284	k99_10220 	 408
SRR9696284	k99_2529 	 408
SRR9696284	k99_10187 	 408
SRR9696284	k99_12768 	 408
SRR9696284	k99_20988 	 408
SRR9696284	k99_15025 	 408
SRR9696284	k99_21721 	 408
SRR9696284	k99_21962 	 408
SRR9696284	k99_4757 	 408
SRR9696284	k99_11194 	 408
SRR9696284	k99_21243 	 408
SRR9696284	k99_11152 	 408
SRR9696284	k99_10042 	 408
SRR9696284	k99_6728 	 408
SRR9696284	k99_20043 	 408
SRR9696284	k99_21913 	 408
SRR9696284	k99_10714 	 408
SRR9696284	k99_14776 	 408
SRR9696284	k99_14984 	 408
SRR9696284	k99_2240 	 408
SRR9696284	k99_3555 	 408
SRR9696284	k99_1411 	 408
SRR9696284	k99_18506 	 408
SRR9696284	k99_7990 	 408
SRR9696284	k99_14192 	 408
SRR9696284	k99_22891 	 407
SRR9696284	k99_9358 	 407
SRR9696284	k99_12921 	 407
SRR9696284	k99_21463 	 407
SRR9696284	k99_597 	 407
SRR9696284	k99_18100 	 407
SRR9696284	k99_15231 	 407
SRR9696284	k99_6199 	 407
SRR9696284	k99_2880 	 407
SRR9696284	k99_3125 	 407
SRR9696284	k99_1586 	 407
SRR9696284	k99_16381 	 407
SRR9696284	k99_20848 	 407
SRR9696284	k99_20427 	 407
SRR9696284	k99_13391 	 407
SRR9696284	k99_12885 	 407
SRR9696284	k99_19973 	 407
SRR9696284	k99_17089 	 407
SRR9696284	k99_7947 	 407
SRR9696284	k99_14573 	 407
SRR9696284	k99_8349 	 407
SRR9696284	k99_4789 	 407
SRR9696284	k99_17318 	 407
SRR9696284	k99_23226 	 407
SRR9696284	k99_12798 	 407
SRR9696284	k99_18573 	 407
SRR9696284	k99_23002 	 407
SRR9696284	k99_16912 	 407
SRR9696284	k99_7380 	 407
SRR9696284	k99_13726 	 407
SRR9696284	k99_386 	 407
SRR9696284	k99_6197 	 407
SRR9696284	k99_16537 	 407
SRR9696284	k99_11438 	 407
SRR9696284	k99_19070 	 407
SRR9696284	k99_9740 	 407
SRR9696284	k99_11098 	 407
SRR9696284	k99_21761 	 407
SRR9696284	k99_16033 	 407
SRR9696284	k99_20924 	 407
SRR9696284	k99_19251 	 407
SRR9696284	k99_7969 	 407
SRR9696284	k99_9131 	 407
SRR9696284	k99_15827 	 407
SRR9696284	k99_20409 	 407
SRR9696284	k99_5280 	 407
SRR9696284	k99_12316 	 406
SRR9696284	k99_17214 	 406
SRR9696284	k99_17105 	 406
SRR9696284	k99_2251 	 406
SRR9696284	k99_4115 	 406
SRR9696284	k99_6518 	 406
SRR9696284	k99_7166 	 406
SRR9696284	k99_1216 	 406
SRR9696284	k99_20879 	 406
SRR9696284	k99_19695 	 406
SRR9696284	k99_18741 	 406
SRR9696284	k99_21802 	 406
SRR9696284	k99_20831 	 406
SRR9696284	k99_3533 	 406
SRR9696284	k99_6668 	 406
SRR9696284	k99_15953 	 406
SRR9696284	k99_10369 	 406
SRR9696284	k99_2784 	 406
SRR9696284	k99_17095 	 406
SRR9696284	k99_11689 	 406
SRR9696284	k99_21335 	 406
SRR9696284	k99_8512 	 406
SRR9696284	k99_21912 	 406
SRR9696284	k99_8874 	 406
SRR9696284	k99_13455 	 406
SRR9696284	k99_21778 	 406
SRR9696284	k99_15303 	 406
SRR9696284	k99_11747 	 406
SRR9696284	k99_5714 	 406
SRR9696284	k99_2356 	 406
SRR9696284	k99_15586 	 406
SRR9696284	k99_11670 	 406
SRR9696284	k99_10224 	 406
SRR9696284	k99_3026 	 406
SRR9696284	k99_22502 	 406
SRR9696284	k99_21961 	 406
SRR9696284	k99_9850 	 406
SRR9696284	k99_6412 	 406
SRR9696284	k99_16098 	 406
SRR9696284	k99_13490 	 406
SRR9696284	k99_21888 	 406
SRR9696284	k99_22609 	 406
SRR9696284	k99_17375 	 405
SRR9696284	k99_16161 	 405
SRR9696284	k99_13650 	 405
SRR9696284	k99_6394 	 405
SRR9696284	k99_15722 	 405
SRR9696284	k99_9113 	 405
SRR9696284	k99_14457 	 405
SRR9696284	k99_4364 	 405
SRR9696284	k99_18036 	 405
SRR9696284	k99_12616 	 405
SRR9696284	k99_1335 	 405
SRR9696284	k99_9818 	 405
SRR9696284	k99_16151 	 405
SRR9696284	k99_8893 	 405
SRR9696284	k99_5646 	 405
SRR9696284	k99_21572 	 405
SRR9696284	k99_6971 	 405
SRR9696284	k99_16245 	 405
SRR9696284	k99_18019 	 405
SRR9696284	k99_17970 	 405
SRR9696284	k99_10541 	 405
SRR9696284	k99_13816 	 405
SRR9696284	k99_17757 	 405
SRR9696284	k99_12154 	 405
SRR9696284	k99_8614 	 405
SRR9696284	k99_20590 	 405
SRR9696284	k99_9686 	 405
SRR9696284	k99_635 	 405
SRR9696284	k99_3174 	 405
SRR9696284	k99_5046 	 405
SRR9696284	k99_12962 	 405
SRR9696284	k99_22257 	 405
SRR9696284	k99_10116 	 405
SRR9696284	k99_2388 	 405
SRR9696284	k99_22171 	 405
SRR9696284	k99_5264 	 405
SRR9696284	k99_18300 	 405
SRR9696284	k99_183 	 405
SRR9696284	k99_9270 	 405
SRR9696284	k99_20892 	 405
SRR9696284	k99_22103 	 405
SRR9696284	k99_15911 	 405
SRR9696284	k99_365 	 405
SRR9696284	k99_1899 	 405
SRR9696284	k99_15846 	 405
SRR9696284	k99_15164 	 405
SRR9696284	k99_3228 	 405
SRR9696284	k99_19052 	 405
SRR9696284	k99_23205 	 405
SRR9696284	k99_5783 	 405
SRR9696284	k99_5416 	 405
SRR9696284	k99_13356 	 404
SRR9696284	k99_11830 	 404
SRR9696284	k99_7194 	 404
SRR9696284	k99_3351 	 404
SRR9696284	k99_817 	 404
SRR9696284	k99_10172 	 404
SRR9696284	k99_847 	 404
SRR9696284	k99_16264 	 404
SRR9696284	k99_18232 	 404
SRR9696284	k99_15665 	 404
SRR9696284	k99_10662 	 404
SRR9696284	k99_18167 	 404
SRR9696284	k99_11199 	 404
SRR9696284	k99_19653 	 404
SRR9696284	k99_6364 	 404
SRR9696284	k99_12405 	 404
SRR9696284	k99_13541 	 404
SRR9696284	k99_6977 	 404
SRR9696284	k99_3171 	 404
SRR9696284	k99_20626 	 404
SRR9696284	k99_16637 	 404
SRR9696284	k99_8004 	 404
SRR9696284	k99_7561 	 404
SRR9696284	k99_19791 	 404
SRR9696284	k99_888 	 404
SRR9696284	k99_11806 	 404
SRR9696284	k99_5695 	 404
SRR9696284	k99_20065 	 404
SRR9696284	k99_20823 	 404
SRR9696284	k99_9680 	 404
SRR9696284	k99_11038 	 404
SRR9696284	k99_3456 	 404
SRR9696284	k99_694 	 404
SRR9696284	k99_16012 	 404
SRR9696284	k99_15915 	 404
SRR9696284	k99_2670 	 404
SRR9696284	k99_1812 	 404
SRR9696284	k99_19603 	 404
SRR9696284	k99_22744 	 404
SRR9696284	k99_6817 	 404
SRR9696284	k99_17681 	 404
SRR9696284	k99_12587 	 404
SRR9696284	k99_11134 	 404
SRR9696284	k99_21295 	 404
SRR9696284	k99_11024 	 404
SRR9696284	k99_17398 	 404
SRR9696284	k99_6387 	 404
SRR9696284	k99_4922 	 404
SRR9696284	k99_16557 	 404
SRR9696284	k99_20131 	 404
SRR9696284	k99_17341 	 404
SRR9696284	k99_2037 	 404
SRR9696284	k99_17423 	 404
SRR9696284	k99_5446 	 404
SRR9696284	k99_2360 	 404
SRR9696284	k99_21351 	 404
SRR9696284	k99_20403 	 404
SRR9696284	k99_23152 	 403
SRR9696284	k99_1072 	 403
SRR9696284	k99_11461 	 403
SRR9696284	k99_22039 	 403
SRR9696284	k99_4820 	 403
SRR9696284	k99_8885 	 403
SRR9696284	k99_3872 	 403
SRR9696284	k99_15669 	 403
SRR9696284	k99_4430 	 403
SRR9696284	k99_22544 	 403
SRR9696284	k99_11034 	 403
SRR9696284	k99_10233 	 403
SRR9696284	k99_4860 	 403
SRR9696284	k99_3059 	 403
SRR9696284	k99_20209 	 403
SRR9696284	k99_9967 	 403
SRR9696284	k99_2944 	 403
SRR9696284	k99_10464 	 403
SRR9696284	k99_22352 	 403
SRR9696284	k99_21546 	 403
SRR9696284	k99_16361 	 403
SRR9696284	k99_18587 	 403
SRR9696284	k99_22760 	 403
SRR9696284	k99_22994 	 403
SRR9696284	k99_311 	 403
SRR9696284	k99_5562 	 403
SRR9696284	k99_18406 	 403
SRR9696284	k99_5349 	 403
SRR9696284	k99_20009 	 403
SRR9696284	k99_23213 	 403
SRR9696284	k99_15204 	 403
SRR9696284	k99_1620 	 403
SRR9696284	k99_15046 	 403
SRR9696284	k99_19095 	 403
SRR9696284	k99_8153 	 403
SRR9696284	k99_21736 	 403
SRR9696284	k99_18023 	 403
SRR9696284	k99_2206 	 403
SRR9696284	k99_11655 	 403
SRR9696284	k99_10522 	 403
SRR9696284	k99_8038 	 403
SRR9696284	k99_7149 	 403
SRR9696284	k99_14311 	 403
SRR9696284	k99_14683 	 403
SRR9696284	k99_18020 	 403
SRR9696284	k99_21073 	 403
SRR9696284	k99_20506 	 402
SRR9696284	k99_23232 	 402
SRR9696284	k99_11311 	 402
SRR9696284	k99_10653 	 402
SRR9696284	k99_3263 	 402
SRR9696284	k99_12241 	 402
SRR9696284	k99_16224 	 402
SRR9696284	k99_22261 	 402
SRR9696284	k99_4331 	 402
SRR9696284	k99_21522 	 402
SRR9696284	k99_10080 	 402
SRR9696284	k99_6425 	 402
SRR9696284	k99_18498 	 402
SRR9696284	k99_6487 	 402
SRR9696284	k99_15632 	 402
SRR9696284	k99_936 	 402
SRR9696284	k99_11731 	 402
SRR9696284	k99_8197 	 402
SRR9696284	k99_16700 	 402
SRR9696284	k99_15950 	 402
SRR9696284	k99_20140 	 402
SRR9696284	k99_6324 	 402
SRR9696284	k99_10558 	 402
SRR9696284	k99_2348 	 402
SRR9696284	k99_11673 	 402
SRR9696284	k99_768 	 402
SRR9696284	k99_15079 	 402
SRR9696284	k99_11053 	 402
SRR9696284	k99_5326 	 402
SRR9696284	k99_9954 	 402
SRR9696284	k99_33 	 402
SRR9696284	k99_8770 	 402
SRR9696284	k99_13149 	 402
SRR9696284	k99_5206 	 402
SRR9696284	k99_5453 	 402
SRR9696284	k99_13646 	 402
SRR9696284	k99_3547 	 402
SRR9696284	k99_16713 	 402
SRR9696284	k99_11591 	 402
SRR9696284	k99_19344 	 402
SRR9696284	k99_20679 	 402
SRR9696284	k99_12790 	 402
SRR9696284	k99_18407 	 402
SRR9696284	k99_20826 	 402
SRR9696284	k99_22521 	 402
SRR9696284	k99_16967 	 402
SRR9696284	k99_9162 	 402
SRR9696284	k99_12204 	 402
SRR9696284	k99_9622 	 402
SRR9696284	k99_20347 	 402
SRR9696284	k99_8542 	 402
SRR9696284	k99_20841 	 402
SRR9696284	k99_10133 	 402
SRR9696284	k99_2128 	 402
SRR9696284	k99_10862 	 402
SRR9696284	k99_21077 	 402
SRR9696284	k99_585 	 402
SRR9696284	k99_15488 	 402
SRR9696284	k99_12325 	 402
SRR9696284	k99_19611 	 402
SRR9696284	k99_14720 	 401
SRR9696284	k99_779 	 401
SRR9696284	k99_6698 	 401
SRR9696284	k99_22875 	 401
SRR9696284	k99_10458 	 401
SRR9696284	k99_6451 	 401
SRR9696284	k99_13076 	 401
SRR9696284	k99_19755 	 401
SRR9696284	k99_15677 	 401
SRR9696284	k99_684 	 401
SRR9696284	k99_2635 	 401
SRR9696284	k99_8066 	 401
SRR9696284	k99_3018 	 401
SRR9696284	k99_14125 	 401
SRR9696284	k99_2752 	 401
SRR9696284	k99_1005 	 401
SRR9696284	k99_5529 	 401
SRR9696284	k99_19531 	 401
SRR9696284	k99_8070 	 401
SRR9696284	k99_7956 	 401
SRR9696284	k99_15189 	 401
SRR9696284	k99_1085 	 401
SRR9696284	k99_8365 	 401
SRR9696284	k99_15378 	 401
SRR9696284	k99_2558 	 401
SRR9696284	k99_896 	 401
SRR9696284	k99_14747 	 401
SRR9696284	k99_9562 	 401
SRR9696284	k99_15320 	 401
SRR9696284	k99_19635 	 401
SRR9696284	k99_18272 	 401
SRR9696284	k99_12726 	 401
SRR9696284	k99_7856 	 401
SRR9696284	k99_13341 	 401
SRR9696284	k99_1134 	 401
SRR9696284	k99_22027 	 401
SRR9696284	k99_22783 	 401
SRR9696284	k99_8755 	 401
SRR9696284	k99_18325 	 401
SRR9696284	k99_8683 	 401
SRR9696284	k99_19135 	 401
SRR9696284	k99_18825 	 401
SRR9696284	k99_19523 	 401
SRR9696284	k99_10566 	 401
SRR9696284	k99_22156 	 401
SRR9696284	k99_14475 	 401
SRR9696284	k99_15797 	 401
SRR9696284	k99_8996 	 401
SRR9696284	k99_4633 	 401
SRR9696284	k99_10210 	 401
SRR9696284	k99_6811 	 401
SRR9696284	k99_5163 	 401
SRR9696284	k99_6166 	 401
SRR9696284	k99_21461 	 401
SRR9696284	k99_4588 	 401
SRR9696284	k99_9490 	 401
SRR9696284	k99_23039 	 401
SRR9696284	k99_19033 	 401
SRR9696284	k99_17668 	 401
SRR9696284	k99_3645 	 401
SRR9696284	k99_6662 	 401
SRR9696284	k99_18301 	 401
SRR9696284	k99_16310 	 401
SRR9696284	k99_7485 	 400
SRR9696284	k99_18719 	 400
SRR9696284	k99_558 	 400
SRR9696284	k99_16626 	 400
SRR9696284	k99_21521 	 400
SRR9696284	k99_8531 	 400
SRR9696284	k99_4523 	 400
SRR9696284	k99_8969 	 400
SRR9696284	k99_10989 	 400
SRR9696284	k99_11054 	 400
SRR9696284	k99_20795 	 400
SRR9696284	k99_6259 	 400
SRR9696284	k99_5939 	 400
SRR9696284	k99_17557 	 400
SRR9696284	k99_15773 	 400
SRR9696284	k99_10079 	 400
SRR9696284	k99_18018 	 400
SRR9696284	k99_8397 	 400
SRR9696284	k99_7283 	 400
SRR9696284	k99_13640 	 400
SRR9696284	k99_23203 	 400
SRR9696284	k99_11161 	 400
SRR9696284	k99_7874 	 400
SRR9696284	k99_17628 	 400
SRR9696284	k99_8877 	 400
SRR9696284	k99_9793 	 400
SRR9696284	k99_18742 	 400
SRR9696284	k99_5139 	 400
SRR9696284	k99_4541 	 400
SRR9696284	k99_1409 	 400
SRR9696284	k99_6499 	 400
SRR9696284	k99_17276 	 400
SRR9696284	k99_5094 	 400
SRR9696284	k99_8395 	 400
SRR9696284	k99_23173 	 400
SRR9696284	k99_3400 	 400
SRR9696284	k99_4904 	 400
SRR9696284	k99_9108 	 400
SRR9696284	k99_17203 	 400
SRR9696284	k99_4051 	 400
SRR9696284	k99_13783 	 400
SRR9696284	k99_1462 	 400
SRR9696284	k99_20950 	 400
SRR9696284	k99_16748 	 400
SRR9696284	k99_9817 	 400
SRR9696284	k99_11093 	 400
SRR9696284	k99_1014 	 400
SRR9696284	k99_14865 	 400
SRR9696284	k99_14866 	 400
SRR9696284	k99_515 	 400
SRR9696284	k99_18397 	 400
SRR9696284	k99_3119 	 400
SRR9696284	k99_9148 	 400
SRR9696284	k99_6672 	 400
SRR9696284	k99_13986 	 400
SRR9696284	k99_2866 	 400
SRR9696284	k99_7045 	 400
SRR9696284	k99_21535 	 399
SRR9696284	k99_18952 	 399
SRR9696284	k99_9023 	 399
SRR9696284	k99_9468 	 399
SRR9696284	k99_8325 	 399
SRR9696284	k99_17875 	 399
SRR9696284	k99_3583 	 399
SRR9696284	k99_3165 	 399
SRR9696284	k99_175 	 399
SRR9696284	k99_17179 	 399
SRR9696284	k99_9783 	 399
SRR9696284	k99_20204 	 399
SRR9696284	k99_7656 	 399
SRR9696284	k99_20045 	 399
SRR9696284	k99_22626 	 399
SRR9696284	k99_12212 	 399
SRR9696284	k99_165 	 399
SRR9696284	k99_20645 	 399
SRR9696284	k99_10355 	 399
SRR9696284	k99_8757 	 399
SRR9696284	k99_6693 	 399
SRR9696284	k99_10029 	 399
SRR9696284	k99_21911 	 399
SRR9696284	k99_8738 	 399
SRR9696284	k99_9319 	 399
SRR9696284	k99_6016 	 399
SRR9696284	k99_9866 	 399
SRR9696284	k99_2390 	 399
SRR9696284	k99_16201 	 399
SRR9696284	k99_16622 	 399
SRR9696284	k99_18064 	 399
SRR9696284	k99_15443 	 399
SRR9696284	k99_18316 	 399
SRR9696284	k99_5528 	 399
SRR9696284	k99_17919 	 399
SRR9696284	k99_5394 	 399
SRR9696284	k99_9824 	 399
SRR9696284	k99_6379 	 399
SRR9696284	k99_16968 	 399
SRR9696284	k99_4791 	 399
SRR9696284	k99_16657 	 399
SRR9696284	k99_2483 	 399
SRR9696284	k99_12581 	 399
SRR9696284	k99_11593 	 399
SRR9696284	k99_339 	 399
SRR9696284	k99_6260 	 399
SRR9696284	k99_2869 	 399
SRR9696284	k99_18513 	 399
SRR9696284	k99_917 	 399
SRR9696284	k99_1742 	 399
SRR9696284	k99_22217 	 399
SRR9696284	k99_19551 	 399
SRR9696284	k99_15836 	 399
SRR9696284	k99_9200 	 399
SRR9696284	k99_4465 	 399
SRR9696284	k99_6922 	 399
SRR9696284	k99_8109 	 399
SRR9696284	k99_14736 	 399
SRR9696284	k99_14947 	 399
SRR9696284	k99_6959 	 399
SRR9696284	k99_6277 	 399
SRR9696284	k99_12322 	 399
SRR9696284	k99_18455 	 399
SRR9696284	k99_16675 	 399
SRR9696284	k99_18191 	 399
SRR9696284	k99_8290 	 398
SRR9696284	k99_3138 	 398
SRR9696284	k99_11976 	 398
SRR9696284	k99_12072 	 398
SRR9696284	k99_14221 	 398
SRR9696284	k99_12402 	 398
SRR9696284	k99_13197 	 398
SRR9696284	k99_8364 	 398
SRR9696284	k99_6630 	 398
SRR9696284	k99_12884 	 398
SRR9696284	k99_23014 	 398
SRR9696284	k99_12144 	 398
SRR9696284	k99_21276 	 398
SRR9696284	k99_20181 	 398
SRR9696284	k99_10727 	 398
SRR9696284	k99_15227 	 398
SRR9696284	k99_18454 	 398
SRR9696284	k99_13609 	 398
SRR9696284	k99_16325 	 398
SRR9696284	k99_10886 	 398
SRR9696284	k99_20458 	 398
SRR9696284	k99_9259 	 398
SRR9696284	k99_3690 	 398
SRR9696284	k99_12061 	 398
SRR9696284	k99_22412 	 398
SRR9696284	k99_5345 	 398
SRR9696284	k99_8810 	 398
SRR9696284	k99_946 	 398
SRR9696284	k99_8492 	 398
SRR9696284	k99_13537 	 398
SRR9696284	k99_13868 	 398
SRR9696284	k99_20861 	 398
SRR9696284	k99_18529 	 398
SRR9696284	k99_9288 	 398
SRR9696284	k99_6278 	 398
SRR9696284	k99_16701 	 398
SRR9696284	k99_16456 	 398
SRR9696284	k99_22306 	 398
SRR9696284	k99_12360 	 398
SRR9696284	k99_14469 	 398
SRR9696284	k99_15884 	 398
SRR9696284	k99_16902 	 398
SRR9696284	k99_12221 	 398
SRR9696284	k99_22752 	 398
SRR9696284	k99_8486 	 398
SRR9696284	k99_9882 	 398
SRR9696284	k99_12984 	 398
SRR9696284	k99_164 	 398
SRR9696284	k99_18523 	 398
SRR9696284	k99_12647 	 398
SRR9696284	k99_9487 	 398
SRR9696284	k99_676 	 398
SRR9696284	k99_13979 	 398
SRR9696284	k99_15319 	 398
SRR9696284	k99_14339 	 398
SRR9696284	k99_9363 	 398
SRR9696284	k99_18713 	 398
SRR9696284	k99_6323 	 398
SRR9696284	k99_12699 	 398
SRR9696284	k99_20630 	 398
SRR9696284	k99_6068 	 398
SRR9696284	k99_9351 	 398
SRR9696284	k99_16177 	 398
SRR9696284	k99_2094 	 397
SRR9696284	k99_13642 	 397
SRR9696284	k99_4075 	 397
SRR9696284	k99_16329 	 397
SRR9696284	k99_23121 	 397
SRR9696284	k99_12198 	 397
SRR9696284	k99_9098 	 397
SRR9696284	k99_1042 	 397
SRR9696284	k99_1018 	 397
SRR9696284	k99_2641 	 397
SRR9696284	k99_12796 	 397
SRR9696284	k99_10399 	 397
SRR9696284	k99_5118 	 397
SRR9696284	k99_11802 	 397
SRR9696284	k99_9033 	 397
SRR9696284	k99_4200 	 397
SRR9696284	k99_4507 	 397
SRR9696284	k99_14200 	 397
SRR9696284	k99_14454 	 397
SRR9696284	k99_17933 	 397
SRR9696284	k99_5897 	 397
SRR9696284	k99_6217 	 397
SRR9696284	k99_3108 	 397
SRR9696284	k99_10434 	 397
SRR9696284	k99_1875 	 397
SRR9696284	k99_5591 	 397
SRR9696284	k99_9207 	 397
SRR9696284	k99_13361 	 397
SRR9696284	k99_7867 	 397
SRR9696284	k99_14793 	 397
SRR9696284	k99_6767 	 397
SRR9696284	k99_7344 	 397
SRR9696284	k99_10837 	 397
SRR9696284	k99_2079 	 397
SRR9696284	k99_9326 	 397
SRR9696284	k99_9758 	 397
SRR9696284	k99_3936 	 397
SRR9696284	k99_8479 	 397
SRR9696284	k99_19642 	 397
SRR9696284	k99_17567 	 397
SRR9696284	k99_4527 	 397
SRR9696284	k99_11644 	 397
SRR9696284	k99_8141 	 397
SRR9696284	k99_4380 	 397
SRR9696284	k99_21375 	 397
SRR9696284	k99_7997 	 397
SRR9696284	k99_22196 	 397
SRR9696284	k99_2076 	 397
SRR9696284	k99_3092 	 397
SRR9696284	k99_2694 	 397
SRR9696284	k99_10251 	 397
SRR9696284	k99_3879 	 397
SRR9696284	k99_19996 	 397
SRR9696284	k99_1962 	 397
SRR9696284	k99_13041 	 397
SRR9696284	k99_19509 	 397
SRR9696284	k99_15972 	 397
SRR9696284	k99_17460 	 396
SRR9696284	k99_19116 	 396
SRR9696284	k99_11752 	 396
SRR9696284	k99_8491 	 396
SRR9696284	k99_9352 	 396
SRR9696284	k99_1943 	 396
SRR9696284	k99_16819 	 396
SRR9696284	k99_14625 	 396
SRR9696284	k99_20501 	 396
SRR9696284	k99_9501 	 396
SRR9696284	k99_22011 	 396
SRR9696284	k99_12579 	 396
SRR9696284	k99_12406 	 396
SRR9696284	k99_12636 	 396
SRR9696284	k99_18317 	 396
SRR9696284	k99_3854 	 396
SRR9696284	k99_8136 	 396
SRR9696284	k99_6266 	 396
SRR9696284	k99_6864 	 396
SRR9696284	k99_10065 	 396
SRR9696284	k99_5315 	 396
SRR9696284	k99_778 	 396
SRR9696284	k99_6226 	 396
SRR9696284	k99_8448 	 396
SRR9696284	k99_12081 	 396
SRR9696284	k99_12070 	 396
SRR9696284	k99_7641 	 396
SRR9696284	k99_21475 	 396
SRR9696284	k99_16326 	 396
SRR9696284	k99_20007 	 396
SRR9696284	k99_19801 	 396
SRR9696284	k99_1359 	 396
